kx,ky,band1,band2
-1.7576,-0.060606,3.6403,-3.6403
-1.7576,-0.020202,3.6527,-3.6527
-1.7576,0.020202,3.6527,-3.6527
-1.7576,0.060606,3.6403,-3.6403
-1.7576,0.10101,3.6154,-3.6154
-1.7576,0.14141,3.5784,-3.5784
-1.7576,0.18182,3.5292,-3.5292
-1.7576,0.22222,3.4682,-3.4682
-1.7576,0.26263,3.3957,-3.3957
-1.7576,0.30303,3.3122,-3.3122
-1.7576,0.34343,3.218,-3.218
-1.7576,0.38384,3.1139,-3.1139
-1.7576,0.42424,3.0005,-3.0005
-1.7576,0.46465,2.8788,-2.8788
-1.7576,0.50505,2.7498,-2.7498
-1.7576,0.54545,2.6147,-2.6147
-1.7576,0.58586,2.4753,-2.4753
-1.7576,0.62626,2.3336,-2.3336
-1.7576,0.66667,2.192,-2.192
-1.7576,0.70707,2.0539,-2.0539
-1.7576,0.74747,1.9233,-1.9233
-1.7576,0.78788,1.8054,-1.8054
-1.7576,0.82828,1.7062,-1.7062
-1.7576,0.86869,1.6328,-1.6328
-1.7576,0.90909,1.5921,-1.5921
-1.7576,0.94949,1.5896,-1.5896
-1.7576,0.9899,1.6281,-1.6281
-1.7576,1.0303,1.7072,-1.7072
-1.7576,1.0707,1.8234,-1.8234
-1.7576,1.1111,1.9712,-1.9712
-1.7576,1.1515,2.1452,-2.1452
-1.7576,1.1919,2.3399,-2.3399
-1.7576,1.2323,2.5508,-2.5508
-1.7576,1.2727,2.774,-2.774
-1.7576,1.3131,3.0064,-3.0064
-1.7576,1.3535,3.2455,-3.2455
-1.7576,1.3939,3.4892,-3.4892
-1.7576,1.4343,3.7356,-3.7356
-1.7576,1.4747,3.9832,-3.9832
-1.7576,1.5152,4.2307,-4.2307
-1.7576,1.5556,4.4769,-4.4769
-1.7576,1.596,4.7206,-4.7206
-1.7576,1.6364,4.961,-4.961
-1.7576,1.6768,5.1971,-5.1971
-1.7576,1.7172,5.428,-5.428
-1.7576,1.7576,5.653,-5.653
-1.7576,1.798,5.8714,-5.8714
-1.7576,1.8384,6.0825,-6.0825
-1.7576,1.8788,6.2856,-6.2856
-1.7576,1.9192,6.4801,-6.4801
-1.7576,1.9596,6.6654,-6.6654
-1.7576,2,6.8411,-6.8411
-1.7172,-2,6.9218,-6.9218
-1.7172,-1.9596,6.7448,-6.7448
-1.7172,-1.9192,6.558,-6.558
-1.7172,-1.8788,6.3619,-6.3619
-1.7172,-1.8384,6.1569,-6.1569
-1.7172,-1.798,5.9438,-5.9438
-1.7172,-1.7576,5.7231,-5.7231
-1.7172,-1.7172,5.4955,-5.4955
-1.7172,-1.6768,5.2616,-5.2616
-1.7172,-1.6364,5.0222,-5.0222
-1.7172,-1.596,4.7781,-4.7781
-1.7172,-1.5556,4.5302,-4.5302
-1.7172,-1.5152,4.2792,-4.2792
-1.7172,-1.4747,4.0262,-4.0262
-1.7172,-1.4343,3.7722,-3.7722
-1.7172,-1.3939,3.5184,-3.5184
-1.7172,-1.3535,3.2661,-3.2661
-1.7172,-1.3131,3.0169,-3.0169
-1.7172,-1.2727,2.7725,-2.7725
-1.7172,-1.2323,2.5352,-2.5352
-1.7172,-1.1919,2.3076,-2.3076
-1.7172,-1.1515,2.0932,-2.0932
-1.7172,-1.1111,1.8961,-1.8961
-1.7172,-1.0707,1.7219,-1.7219
-1.7172,-1.0303,1.5769,-1.5769
-1.7172,-0.9899,1.4682,-1.4682
-1.7172,-0.94949,1.4019,-1.4019
-1.7172,-0.90909,1.3816,-1.3816
-1.7172,-0.86869,1.4061,-1.4061
-1.7172,-0.82828,1.4699,-1.4699
-1.7172,-0.78788,1.565,-1.565
-1.7172,-0.74747,1.6827,-1.6827
-1.7172,-0.70707,1.8153,-1.8153
-1.7172,-0.66667,1.9567,-1.9567
-1.7172,-0.62626,2.102,-2.102
-1.7172,-0.58586,2.2476,-2.2476
-1.7172,-0.54545,2.3908,-2.3908
-1.7172,-0.50505,2.5293,-2.5293
-1.7172,-0.46465,2.6616,-2.6616
-1.7172,-0.42424,2.7862,-2.7862
-1.7172,-0.38384,2.9021,-2.9021
-1.7172,-0.34343,3.0084,-3.0084
-1.7172,-0.30303,3.1045,-3.1045
-1.7172,-0.26263,3.1897,-3.1897
-1.7172,-0.22222,3.2635,-3.2635
-1.7172,-0.18182,3.3257,-3.3257
-1.7172,-0.14141,3.3757,-3.3757
-1.7172,-0.10101,3.4134,-3.4134
-1.7172,-0.060606,3.4387,-3.4387
-1.7172,-0.020202,3.4514,-3.4514
-1.7172,0.020202,3.4514,-3.4514
-1.7172,0.060606,3.4387,-3.4387
-1.7172,0.10101,3.4134,-3.4134
-1.7172,0.14141,3.3757,-3.3757
-1.7172,0.18182,3.3257,-3.3257
-1.7172,0.22222,3.2635,-3.2635
-1.7172,0.26263,3.1897,-3.1897
-1.7172,0.30303,3.1045,-3.1045
-1.7172,0.34343,3.0084,-3.0084
-1.7172,0.38384,2.9021,-2.9021
-1.7172,0.42424,2.7862,-2.7862
-1.7172,0.46465,2.6616,-2.6616
-1.7172,0.50505,2.5293,-2.5293
-1.7172,0.54545,2.3908,-2.3908
-1.7172,0.58586,2.2476,-2.2476
-1.7172,0.62626,2.102,-2.102
-1.7172,0.66667,1.9567,-1.9567
-1.7172,0.70707,1.8153,-1.8153
-1.7172,0.74747,1.6827,-1.6827
-1.7172,0.78788,1.565,-1.565
-1.7172,0.82828,1.4699,-1.4699
-1.7172,0.86869,1.4061,-1.4061
-1.7172,0.90909,1.3816,-1.3816
-1.7172,0.94949,1.4019,-1.4019
-1.7172,0.9899,1.4682,-1.4682
-1.7172,1.0303,1.5769,-1.5769
-1.7172,1.0707,1.7219,-1.7219
-1.7172,1.1111,1.8961,-1.8961
-1.7172,1.1515,2.0932,-2.0932
-1.7172,1.1919,2.3076,-2.3076
-1.7172,1.2323,2.5352,-2.5352
-1.7172,1.2727,2.7725,-2.7725
-1.7172,1.3131,3.0169,-3.0169
-1.7172,1.3535,3.2661,-3.2661
-1.7172,1.3939,3.5184,-3.5184
-1.7172,1.4343,3.7722,-3.7722
-1.7172,1.4747,4.0262,-4.0262
-1.7172,1.5152,4.2792,-4.2792
-1.7172,1.5556,4.5302,-4.5302
-1.7172,1.596,4.7781,-4.7781
-1.7172,1.6364,5.0222,-5.0222
-1.7172,1.6768,5.2616,-5.2616
-1.7172,1.7172,5.4955,-5.4955
-1.7172,1.7576,5.7231,-5.7231
-1.7172,1.798,5.9438,-5.9438
-1.7172,1.8384,6.1569,-6.1569
-1.7172,1.8788,6.3619,-6.3619
-1.7172,1.9192,6.558,-6.558
-1.7172,1.9596,6.7448,-6.7448
-1.7172,2,6.9218,-6.9218
-1.6768,-2,6.9904,-6.9904
-1.6768,-1.9596,6.8123,-6.8123
-1.6768,-1.9192,6.6242,-6.6242
-1.6768,-1.8788,6.4266,-6.4266
-1.6768,-1.8384,6.2201,-6.2201
-1.6768,-1.798,6.0052,-6.0052
-1.6768,-1.7576,5.7826,-5.7826
-1.6768,-1.7172,5.5527,-5.5527
-1.6768,-1.6768,5.3164,-5.3164
-1.6768,-1.6364,5.0742,-5.0742
-1.6768,-1.596,4.827,-4.827
-1.6768,-1.5556,4.5754,-4.5754
-1.6768,-1.5152,4.3204,-4.3204
-1.6768,-1.4747,4.0627,-4.0627
-1.6768,-1.4343,3.8033,-3.8033
-1.6768,-1.3939,3.5432,-3.5432
-1.6768,-1.3535,3.2837,-3.2837
-1.6768,-1.3131,3.0258,-3.0258
-1.6768,-1.2727,2.7713,-2.7713
-1.6768,-1.2323,2.5218,-2.5218
-1.6768,-1.1919,2.2795,-2.2795
-1.6768,-1.1515,2.0474,-2.0474
-1.6768,-1.1111,1.8292,-1.8292
-1.6768,-1.0707,1.6297,-1.6297
-1.6768,-1.0303,1.4557,-1.4557
-1.6768,-0.9899,1.3154,-1.3154
-1.6768,-0.94949,1.2179,-1.2179
-1.6768,-0.90909,1.1709,-1.1709
-1.6768,-0.86869,1.1769,-1.1769
-1.6768,-0.82828,1.2312,-1.2312
-1.6768,-0.78788,1.3241,-1.3241
-1.6768,-0.74747,1.4443,-1.4443
-1.6768,-0.70707,1.5819,-1.5819
-1.6768,-0.66667,1.7291,-1.7291
-1.6768,-0.62626,1.8805,-1.8805
-1.6768,-0.58586,2.0318,-2.0318
-1.6768,-0.54545,2.1802,-2.1802
-1.6768,-0.50505,2.3234,-2.3234
-1.6768,-0.46465,2.4597,-2.4597
-1.6768,-0.42424,2.5879,-2.5879
-1.6768,-0.38384,2.7069,-2.7069
-1.6768,-0.34343,2.816,-2.816
-1.6768,-0.30303,2.9143,-2.9143
-1.6768,-0.26263,3.0015,-3.0015
-1.6768,-0.22222,3.0769,-3.0769
-1.6768,-0.18182,3.1403,-3.1403
-1.6768,-0.14141,3.1914,-3.1914
-1.6768,-0.10101,3.2299,-3.2299
-1.6768,-0.060606,3.2556,-3.2556
-1.6768,-0.020202,3.2685,-3.2685
-1.6768,0.020202,3.2685,-3.2685
-1.6768,0.060606,3.2556,-3.2556
-1.6768,0.10101,3.2299,-3.2299
-1.6768,0.14141,3.1914,-3.1914
-1.6768,0.18182,3.1403,-3.1403
-1.6768,0.22222,3.0769,-3.0769
-1.6768,0.26263,3.0015,-3.0015
-1.6768,0.30303,2.9143,-2.9143
-1.6768,0.34343,2.816,-2.816
-1.6768,0.38384,2.7069,-2.7069
-1.6768,0.42424,2.5879,-2.5879
-1.6768,0.46465,2.4597,-2.4597
-1.6768,0.50505,2.3234,-2.3234
-1.6768,0.54545,2.1802,-2.1802
-1.6768,0.58586,2.0318,-2.0318
-1.6768,0.62626,1.8805,-1.8805
-1.6768,0.66667,1.7291,-1.7291
-1.6768,0.70707,1.5819,-1.5819
-1.6768,0.74747,1.4443,-1.4443
-1.6768,0.78788,1.3241,-1.3241
-1.6768,0.82828,1.2312,-1.2312
-1.6768,0.86869,1.1769,-1.1769
-1.6768,0.90909,1.1709,-1.1709
-1.6768,0.94949,1.2179,-1.2179
-1.6768,0.9899,1.3154,-1.3154
-1.6768,1.0303,1.4557,-1.4557
-1.6768,1.0707,1.6297,-1.6297
-1.6768,1.1111,1.8292,-1.8292
-1.6768,1.1515,2.0474,-2.0474
-1.6768,1.1919,2.2795,-2.2795
-1.6768,1.2323,2.5218,-2.5218
-1.6768,1.2727,2.7713,-2.7713
-1.6768,1.3131,3.0258,-3.0258
-1.6768,1.3535,3.2837,-3.2837
-1.6768,1.3939,3.5432,-3.5432
-1.6768,1.4343,3.8033,-3.8033
-1.6768,1.4747,4.0627,-4.0627
-1.6768,1.5152,4.3204,-4.3204
-1.6768,1.5556,4.5754,-4.5754
-1.6768,1.596,4.827,-4.827
-1.6768,1.6364,5.0742,-5.0742
-1.6768,1.6768,5.3164,-5.3164
-1.6768,1.7172,5.5527,-5.5527
-1.6768,1.7576,5.7826,-5.7826
-1.6768,1.798,6.0052,-6.0052
-1.6768,1.8384,6.2201,-6.2201
-1.6768,1.8788,6.4266,-6.4266
-1.6768,1.9192,6.6242,-6.6242
-1.6768,1.9596,6.8123,-6.8123
-1.6768,2,6.9904,-6.9904
-1.6364,-2,7.0467,-7.0467
-1.6364,-1.9596,6.8676,-6.8676
-1.6364,-1.9192,6.6785,-6.6785
-1.6364,-1.8788,6.4798,-6.4798
-1.6364,-1.8384,6.272,-6.272
-1.6364,-1.798,6.0557,-6.0557
-1.6364,-1.7576,5.8314,-5.8314
-1.6364,-1.7172,5.5997,-5.5997
-1.6364,-1.6768,5.3614,-5.3614
-1.6364,-1.6364,5.1169,-5.1169
-1.6364,-1.596,4.8671,-4.8671
-1.6364,-1.5556,4.6126,-4.6126
-1.6364,-1.5152,4.3542,-4.3542
-1.6364,-1.4747,4.0927,-4.0927
-1.6364,-1.4343,3.8289,-3.8289
-1.6364,-1.3939,3.5637,-3.5637
-1.6364,-1.3535,3.2981,-3.2981
-1.6364,-1.3131,3.0332,-3.0332
-1.6364,-1.2727,2.7702,-2.7702
-1.6364,-1.2323,2.5106,-2.5106
-1.6364,-1.1919,2.256,-2.256
-1.6364,-1.1515,2.0088,-2.0088
-1.6364,-1.1111,1.7718,-1.7718
-1.6364,-1.0707,1.5492,-1.5492
-1.6364,-1.0303,1.3471,-1.3471
-1.6364,-0.9899,1.1738,-1.1738
-1.6364,-0.94949,1.0411,-1.0411
-1.6364,-0.90909,0.9621,-0.9621
-1.6364,-0.86869,0.94593,-0.94593
-1.6364,-0.82828,0.99093,-0.99093
-1.6364,-0.78788,1.0849,-1.0849
-1.6364,-0.74747,1.2119,-1.2119
-1.6364,-0.70707,1.3585,-1.3585
-1.6364,-0.66667,1.515,-1.515
-1.6364,-0.62626,1.675,-1.675
-1.6364,-0.58586,1.8339,-1.8339
-1.6364,-0.54545,1.9889,-1.9889
-1.6364,-0.50505,2.1378,-2.1378
-1.6364,-0.46465,2.279,-2.279
-1.6364,-0.42424,2.4114,-2.4114
-1.6364,-0.38384,2.5339,-2.5339
-1.6364,-0.34343,2.646,-2.646
-1.6364,-0.30303,2.7468,-2.7468
-1.6364,-0.26263,2.8361,-2.8361
-1.6364,-0.22222,2.9133,-2.9133
-1.6364,-0.18182,2.9781,-2.9781
-1.6364,-0.14141,3.0302,-3.0302
-1.6364,-0.10101,3.0695,-3.0695
-1.6364,-0.060606,3.0958,-3.0958
-1.6364,-0.020202,3.109,-3.109
-1.6364,0.020202,3.109,-3.109
-1.6364,0.060606,3.0958,-3.0958
-1.6364,0.10101,3.0695,-3.0695
-1.6364,0.14141,3.0302,-3.0302
-1.6364,0.18182,2.9781,-2.9781
-1.6364,0.22222,2.9133,-2.9133
-1.6364,0.26263,2.8361,-2.8361
-1.6364,0.30303,2.7468,-2.7468
-1.6364,0.34343,2.646,-2.646
-1.6364,0.38384,2.5339,-2.5339
-1.6364,0.42424,2.4114,-2.4114
-1.6364,0.46465,2.279,-2.279
-1.6364,0.50505,2.1378,-2.1378
-1.6364,0.54545,1.9889,-1.9889
-1.6364,0.58586,1.8339,-1.8339
-1.6364,0.62626,1.675,-1.675
-1.6364,0.66667,1.515,-1.515
-1.6364,0.70707,1.3585,-1.3585
-1.6364,0.74747,1.2119,-1.2119
-1.6364,0.78788,1.0849,-1.0849
-1.6364,0.82828,0.99093,-0.99093
-1.6364,0.86869,0.94593,-0.94593
-1.6364,0.90909,0.9621,-0.9621
-1.6364,0.94949,1.0411,-1.0411
-1.6364,0.9899,1.1738,-1.1738
-1.6364,1.0303,1.3471,-1.3471
-1.6364,1.0707,1.5492,-1.5492
-1.6364,1.1111,1.7718,-1.7718
-1.6364,1.1515,2.0088,-2.0088
-1.6364,1.1919,2.256,-2.256
-1.6364,1.2323,2.5106,-2.5106
-1.6364,1.2727,2.7702,-2.7702
-1.6364,1.3131,3.0332,-3.0332
-1.6364,1.3535,3.2981,-3.2981
-1.6364,1.3939,3.5637,-3.5637
-1.6364,1.4343,3.8289,-3.8289
-1.6364,1.4747,4.0927,-4.0927
-1.6364,1.5152,4.3542,-4.3542
-1.6364,1.5556,4.6126,-4.6126
-1.6364,1.596,4.8671,-4.8671
-1.6364,1.6364,5.1169,-5.1169
-1.6364,1.6768,5.3614,-5.3614
-1.6364,1.7172,5.5997,-5.5997
-1.6364,1.7576,5.8314,-5.8314
-1.6364,1.798,6.0557,-6.0557
-1.6364,1.8384,6.272,-6.272
-1.6364,1.8788,6.4798,-6.4798
-1.6364,1.9192,6.6785,-6.6785
-1.6364,1.9596,6.8676,-6.8676
-1.6364,2,7.0467,-7.0467
-1.596,-2,7.0906,-7.0906
-1.596,-1.9596,6.9108,-6.9108
-1.596,-1.9192,6.7209,-6.7209
-1.596,-1.8788,6.5212,-6.5212
-1.596,-1.8384,6.3124,-6.3124
-1.596,-1.798,6.095,-6.095
-1.596,-1.7576,5.8694,-5.8694
-1.596,-1.7172,5.6364,-5.6364
-1.596,-1.6768,5.3964,-5.3964
-1.596,-1.6364,5.1502,-5.1502
-1.596,-1.596,4.8984,-4.8984
-1.596,-1.5556,4.6416,-4.6416
-1.596,-1.5152,4.3806,-4.3806
-1.596,-1.4747,4.1161,-4.1161
-1.596,-1.4343,3.8489,-3.8489
-1.596,-1.3939,3.5797,-3.5797
-1.596,-1.3535,3.3095,-3.3095
-1.596,-1.3131,3.039,-3.039
-1.596,-1.2727,2.7694,-2.7694
-1.596,-1.2323,2.5017,-2.5017
-1.596,-1.1919,2.2373,-2.2373
-1.596,-1.1515,1.9778,-1.9778
-1.596,-1.1111,1.7254,-1.7254
-1.596,-1.0707,1.483,-1.483
-1.596,-1.0303,1.2552,-1.2552
-1.596,-0.9899,1.0493,-1.0493
-1.596,-0.94949,0.87762,-0.87762
-1.596,-0.90909,0.75885,-0.75885
-1.596,-0.86869,0.71395,-0.71395
-1.596,-0.82828,0.75005,-0.75005
-1.596,-0.78788,0.85103,-0.85103
-1.596,-0.74747,0.99189,-0.99189
-1.596,-0.70707,1.1531,-1.1531
-1.596,-0.66667,1.3228,-1.3228
-1.596,-0.62626,1.4939,-1.4939
-1.596,-0.58586,1.6621,-1.6621
-1.596,-0.54545,1.8247,-1.8247
-1.596,-0.50505,1.9799,-1.9799
-1.596,-0.46465,2.1264,-2.1264
-1.596,-0.42424,2.2631,-2.2631
-1.596,-0.38384,2.3893,-2.3893
-1.596,-0.34343,2.5044,-2.5044
-1.596,-0.30303,2.6078,-2.6078
-1.596,-0.26263,2.6991,-2.6991
-1.596,-0.22222,2.778,-2.778
-1.596,-0.18182,2.8442,-2.8442
-1.596,-0.14141,2.8974,-2.8974
-1.596,-0.10101,2.9374,-2.9374
-1.596,-0.060606,2.9642,-2.9642
-1.596,-0.020202,2.9776,-2.9776
-1.596,0.020202,2.9776,-2.9776
-1.596,0.060606,2.9642,-2.9642
-1.596,0.10101,2.9374,-2.9374
-1.596,0.14141,2.8974,-2.8974
-1.596,0.18182,2.8442,-2.8442
-1.596,0.22222,2.778,-2.778
-1.596,0.26263,2.6991,-2.6991
-1.596,0.30303,2.6078,-2.6078
-1.596,0.34343,2.5044,-2.5044
-1.596,0.38384,2.3893,-2.3893
-1.596,0.42424,2.2631,-2.2631
-1.596,0.46465,2.1264,-2.1264
-1.596,0.50505,1.9799,-1.9799
-1.596,0.54545,1.8247,-1.8247
-1.596,0.58586,1.6621,-1.6621
-1.596,0.62626,1.4939,-1.4939
-1.596,0.66667,1.3228,-1.3228
-1.596,0.70707,1.1531,-1.1531
-1.596,0.74747,0.99189,-0.99189
-1.596,0.78788,0.85103,-0.85103
-1.596,0.82828,0.75005,-0.75005
-1.596,0.86869,0.71395,-0.71395
-1.596,0.90909,0.75885,-0.75885
-1.596,0.94949,0.87762,-0.87762
-1.596,0.9899,1.0493,-1.0493
-1.596,1.0303,1.2552,-1.2552
-1.596,1.0707,1.483,-1.483
-1.596,1.1111,1.7254,-1.7254
-1.596,1.1515,1.9778,-1.9778
-1.596,1.1919,2.2373,-2.2373
-1.596,1.2323,2.5017,-2.5017
-1.596,1.2727,2.7694,-2.7694
-1.596,1.3131,3.039,-3.039
-1.596,1.3535,3.3095,-3.3095
-1.596,1.3939,3.5797,-3.5797
-1.596,1.4343,3.8489,-3.8489
-1.596,1.4747,4.1161,-4.1161
-1.596,1.5152,4.3806,-4.3806
-1.596,1.5556,4.6416,-4.6416
-1.596,1.596,4.8984,-4.8984
-1.596,1.6364,5.1502,-5.1502
-1.596,1.6768,5.3964,-5.3964
-1.596,1.7172,5.6364,-5.6364
-1.596,1.7576,5.8694,-5.8694
-1.596,1.798,6.095,-6.095
-1.596,1.8384,6.3124,-6.3124
-1.596,1.8788,6.5212,-6.5212
-1.596,1.9192,6.7209,-6.7209
-1.596,1.9596,6.9108,-6.9108
-1.596,2,7.0906,-7.0906
-1.5556,-2,7.122,-7.122
-1.5556,-1.9596,6.9417,-6.9417
-1.5556,-1.9192,6.7512,-6.7512
-1.5556,-1.8788,6.5509,-6.5509
-1.5556,-1.8384,6.3414,-6.3414
-1.5556,-1.798,6.1231,-6.1231
-1.5556,-1.7576,5.8966,-5.8966
-1.5556,-1.7172,5.6626,-5.6626
-1.5556,-1.6768,5.4215,-5.4215
-1.5556,-1.6364,5.174,-5.174
-1.5556,-1.596,4.9207,-4.9207
-1.5556,-1.5556,4.6623,-4.6623
-1.5556,-1.5152,4.3995,-4.3995
-1.5556,-1.4747,4.1329,-4.1329
-1.5556,-1.4343,3.8632,-3.8632
-1.5556,-1.3939,3.5912,-3.5912
-1.5556,-1.3535,3.3176,-3.3176
-1.5556,-1.3131,3.0432,-3.0432
-1.5556,-1.2727,2.7688,-2.7688
-1.5556,-1.2323,2.4954,-2.4954
-1.5556,-1.1919,2.2238,-2.2238
-1.5556,-1.1515,1.9553,-1.9553
-1.5556,-1.1111,1.6912,-1.6912
-1.5556,-1.0707,1.4334,-1.4334
-1.5556,-1.0303,1.1847,-1.1847
-1.5556,-0.9899,0.94974,-0.94974
-1.5556,-0.94949,0.73799,-0.73799
-1.5556,-0.90909,0.56945,-0.56945
-1.5556,-0.86869,0.48247,-0.48247
-1.5556,-0.82828,0.51082,-0.51082
-1.5556,-0.78788,0.63141,-0.63141
-1.5556,-0.74747,0.79694,-0.79694
-1.5556,-0.70707,0.97915,-0.97915
-1.5556,-0.66667,1.1651,-1.1651
-1.5556,-0.62626,1.3487,-1.3487
-1.5556,-0.58586,1.5265,-1.5265
-1.5556,-0.54545,1.6968,-1.6968
-1.5556,-0.50505,1.858,-1.858
-1.5556,-0.46465,2.0094,-2.0094
-1.5556,-0.42424,2.1501,-2.1501
-1.5556,-0.38384,2.2796,-2.2796
-1.5556,-0.34343,2.3974,-2.3974
-1.5556,-0.30303,2.503,-2.503
-1.5556,-0.26263,2.5961,-2.5961
-1.5556,-0.22222,2.6765,-2.6765
-1.5556,-0.18182,2.7438,-2.7438
-1.5556,-0.14141,2.7979,-2.7979
-1.5556,-0.10101,2.8387,-2.8387
-1.5556,-0.060606,2.8659,-2.8659
-1.5556,-0.020202,2.8795,-2.8795
-1.5556,0.020202,2.8795,-2.8795
-1.5556,0.060606,2.8659,-2.8659
-1.5556,0.10101,2.8387,-2.8387
-1.5556,0.14141,2.7979,-2.7979
-1.5556,0.18182,2.7438,-2.7438
-1.5556,0.22222,2.6765,-2.6765
-1.5556,0.26263,2.5961,-2.5961
-1.5556,0.30303,2.503,-2.503
-1.5556,0.34343,2.3974,-2.3974
-1.5556,0.38384,2.2796,-2.2796
-1.5556,0.42424,2.1501,-2.1501
-1.5556,0.46465,2.0094,-2.0094
-1.5556,0.50505,1.858,-1.858
-1.5556,0.54545,1.6968,-1.6968
-1.5556,0.58586,1.5265,-1.5265
-1.5556,0.62626,1.3487,-1.3487
-1.5556,0.66667,1.1651,-1.1651
-1.5556,0.70707,0.97915,-0.97915
-1.5556,0.74747,0.79694,-0.79694
-1.5556,0.78788,0.63141,-0.63141
-1.5556,0.82828,0.51082,-0.51082
-1.5556,0.86869,0.48247,-0.48247
-1.5556,0.90909,0.56945,-0.56945
-1.5556,0.94949,0.73799,-0.73799
-1.5556,0.9899,0.94974,-0.94974
-1.5556,1.0303,1.1847,-1.1847
-1.5556,1.0707,1.4334,-1.4334
-1.5556,1.1111,1.6912,-1.6912
-1.5556,1.1515,1.9553,-1.9553
-1.5556,1.1919,2.2238,-2.2238
-1.5556,1.2323,2.4954,-2.4954
-1.5556,1.2727,2.7688,-2.7688
-1.5556,1.3131,3.0432,-3.0432
-1.5556,1.3535,3.3176,-3.3176
-1.5556,1.3939,3.5912,-3.5912
-1.5556,1.4343,3.8632,-3.8632
-1.5556,1.4747,4.1329,-4.1329
-1.5556,1.5152,4.3995,-4.3995
-1.5556,1.5556,4.6623,-4.6623
-1.5556,1.596,4.9207,-4.9207
-1.5556,1.6364,5.174,-5.174
-1.5556,1.6768,5.4215,-5.4215
-1.5556,1.7172,5.6626,-5.6626
-1.5556,1.7576,5.8966,-5.8966
-1.5556,1.798,6.1231,-6.1231
-1.5556,1.8384,6.3414,-6.3414
-1.5556,1.8788,6.5509,-6.5509
-1.5556,1.9192,6.7512,-6.7512
-1.5556,1.9596,6.9417,-6.9417
-1.5556,2,7.122,-7.122
-1.5152,-2,7.1408,-7.1408
-1.5152,-1.9596,6.9602,-6.9602
-1.5152,-1.9192,6.7694,-6.7694
-1.5152,-1.8788,6.5687,-6.5687
-1.5152,-1.8384,6.3587,-6.3587
-1.5152,-1.798,6.14,-6.14
-1.5152,-1.7576,5.913,-5.913
-1.5152,-1.7172,5.6783,-5.6783
-1.5152,-1.6768,5.4365,-5.4365
-1.5152,-1.6364,5.1883,-5.1883
-1.5152,-1.596,4.9342,-4.9342
-1.5152,-1.5556,4.6748,-4.6748
-1.5152,-1.5152,4.4108,-4.4108
-1.5152,-1.4747,4.1429,-4.1429
-1.5152,-1.4343,3.8718,-3.8718
-1.5152,-1.3939,3.5981,-3.5981
-1.5152,-1.3535,3.3225,-3.3225
-1.5152,-1.3131,3.0457,-3.0457
-1.5152,-1.2727,2.7685,-2.7685
-1.5152,-1.2323,2.4915,-2.4915
-1.5152,-1.1919,2.2157,-2.2157
-1.5152,-1.1515,1.9416,-1.9416
-1.5152,-1.1111,1.6703,-1.6703
-1.5152,-1.0707,1.4027,-1.4027
-1.5152,-1.0303,1.1401,-1.1401
-1.5152,-0.9899,0.88438,-0.88438
-1.5152,-0.94949,0.63935,-0.63935
-1.5152,-0.90909,0.41565,-0.41565
-1.5152,-0.86869,0.25686,-0.25686
-1.5152,-0.82828,0.28156,-0.28156
-1.5152,-0.78788,0.45011,-0.45011
-1.5152,-0.74747,0.652,-0.652
-1.5152,-0.70707,0.85749,-0.85749
-1.5152,-0.66667,1.0588,-1.0588
-1.5152,-0.62626,1.2531,-1.2531
-1.5152,-0.58586,1.4388,-1.4388
-1.5152,-0.54545,1.6148,-1.6148
-1.5152,-0.50505,1.7806,-1.7806
-1.5152,-0.46465,1.9356,-1.9356
-1.5152,-0.42424,2.0791,-2.0791
-1.5152,-0.38384,2.2109,-2.2109
-1.5152,-0.34343,2.3306,-2.3306
-1.5152,-0.30303,2.4377,-2.4377
-1.5152,-0.26263,2.5321,-2.5321
-1.5152,-0.22222,2.6135,-2.6135
-1.5152,-0.18182,2.6816,-2.6816
-1.5152,-0.14141,2.7363,-2.7363
-1.5152,-0.10101,2.7775,-2.7775
-1.5152,-0.060606,2.805,-2.805
-1.5152,-0.020202,2.8187,-2.8187
-1.5152,0.020202,2.8187,-2.8187
-1.5152,0.060606,2.805,-2.805
-1.5152,0.10101,2.7775,-2.7775
-1.5152,0.14141,2.7363,-2.7363
-1.5152,0.18182,2.6816,-2.6816
-1.5152,0.22222,2.6135,-2.6135
-1.5152,0.26263,2.5321,-2.5321
-1.5152,0.30303,2.4377,-2.4377
-1.5152,0.34343,2.3306,-2.3306
-1.5152,0.38384,2.2109,-2.2109
-1.5152,0.42424,2.0791,-2.0791
-1.5152,0.46465,1.9356,-1.9356
-1.5152,0.50505,1.7806,-1.7806
-1.5152,0.54545,1.6148,-1.6148
-1.5152,0.58586,1.4388,-1.4388
-1.5152,0.62626,1.2531,-1.2531
-1.5152,0.66667,1.0588,-1.0588
-1.5152,0.70707,0.85749,-0.85749
-1.5152,0.74747,0.652,-0.652
-1.5152,0.78788,0.45011,-0.45011
-1.5152,0.82828,0.28156,-0.28156
-1.5152,0.86869,0.25686,-0.25686
-1.5152,0.90909,0.41565,-0.41565
-1.5152,0.94949,0.63935,-0.63935
-1.5152,0.9899,0.88438,-0.88438
-1.5152,1.0303,1.1401,-1.1401
-1.5152,1.0707,1.4027,-1.4027
-1.5152,1.1111,1.6703,-1.6703
-1.5152,1.1515,1.9416,-1.9416
-1.5152,1.1919,2.2157,-2.2157
-1.5152,1.2323,2.4915,-2.4915
-1.5152,1.2727,2.7685,-2.7685
