kx,ky,band1,band2
-1.0303,1.1919,2.5029,-2.5029
-1.0303,1.2323,2.6311,-2.6311
-1.0303,1.2727,2.7816,-2.7816
-1.0303,1.3131,2.9508,-2.9508
-1.0303,1.3535,3.1351,-3.1351
-1.0303,1.3939,3.3314,-3.3314
-1.0303,1.4343,3.5369,-3.5369
-1.0303,1.4747,3.7491,-3.7491
-1.0303,1.5152,3.9658,-3.9658
-1.0303,1.5556,4.1852,-4.1852
-1.0303,1.596,4.4055,-4.4055
-1.0303,1.6364,4.6253,-4.6253
-1.0303,1.6768,4.8433,-4.8433
-1.0303,1.7172,5.0583,-5.0583
-1.0303,1.7576,5.2692,-5.2692
-1.0303,1.798,5.475,-5.475
-1.0303,1.8384,5.6749,-5.6749
-1.0303,1.8788,5.868,-5.868
-1.0303,1.9192,6.0536,-6.0536
-1.0303,1.9596,6.2311,-6.2311
-1.0303,2,6.3997,-6.3997
-0.9899,-2,6.2614,-6.2614
-0.9899,-1.9596,6.0949,-6.0949
-0.9899,-1.9192,5.9199,-5.9199
-0.9899,-1.8788,5.737,-5.737
-0.9899,-1.8384,5.5469,-5.5469
-0.9899,-1.798,5.3505,-5.3505
-0.9899,-1.7576,5.1486,-5.1486
-0.9899,-1.7172,4.9421,-4.9421
-0.9899,-1.6768,4.7322,-4.7322
-0.9899,-1.6364,4.5199,-4.5199
-0.9899,-1.596,4.3067,-4.3067
-0.9899,-1.5556,4.0938,-4.0938
-0.9899,-1.5152,3.883,-3.883
-0.9899,-1.4747,3.6761,-3.6761
-0.9899,-1.4343,3.4752,-3.4752
-0.9899,-1.3939,3.2827,-3.2827
-0.9899,-1.3535,3.1012,-3.1012
-0.9899,-1.3131,2.9339,-2.9339
-0.9899,-1.2727,2.7839,-2.7839
-0.9899,-1.2323,2.6547,-2.6547
-0.9899,-1.1919,2.5497,-2.5497
-0.9899,-1.1515,2.4718,-2.4718
-0.9899,-1.1111,2.4232,-2.4232
-0.9899,-1.0707,2.4051,-2.4051
-0.9899,-1.0303,2.417,-2.417
-0.9899,-0.9899,2.4572,-2.4572
-0.9899,-0.94949,2.523,-2.523
-0.9899,-0.90909,2.6107,-2.6107
-0.9899,-0.86869,2.7165,-2.7165
-0.9899,-0.82828,2.8362,-2.8362
-0.9899,-0.78788,2.9664,-2.9664
-0.9899,-0.74747,3.1038,-3.1038
-0.9899,-0.70707,3.2453,-3.2453
-0.9899,-0.66667,3.3885,-3.3885
-0.9899,-0.62626,3.5312,-3.5312
-0.9899,-0.58586,3.6716,-3.6716
-0.9899,-0.54545,3.8081,-3.8081
-0.9899,-0.50505,3.9394,-3.9394
-0.9899,-0.46465,4.0643,-4.0643
-0.9899,-0.42424,4.1817,-4.1817
-0.9899,-0.38384,4.2909,-4.2909
-0.9899,-0.34343,4.391,-4.391
-0.9899,-0.30303,4.4815,-4.4815
-0.9899,-0.26263,4.5618,-4.5618
-0.9899,-0.22222,4.6315,-4.6315
-0.9899,-0.18182,4.6901,-4.6901
-0.9899,-0.14141,4.7373,-4.7373
-0.9899,-0.10101,4.773,-4.773
-0.9899,-0.060606,4.7968,-4.7968
-0.9899,-0.020202,4.8088,-4.8088
-0.9899,0.020202,4.8088,-4.8088
-0.9899,0.060606,4.7968,-4.7968
-0.9899,0.10101,4.773,-4.773
-0.9899,0.14141,4.7373,-4.7373
-0.9899,0.18182,4.6901,-4.6901
-0.9899,0.22222,4.6315,-4.6315
-0.9899,0.26263,4.5618,-4.5618
-0.9899,0.30303,4.4815,-4.4815
-0.9899,0.34343,4.391,-4.391
-0.9899,0.38384,4.2909,-4.2909
-0.9899,0.42424,4.1817,-4.1817
-0.9899,0.46465,4.0643,-4.0643
-0.9899,0.50505,3.9394,-3.9394
-0.9899,0.54545,3.8081,-3.8081
-0.9899,0.58586,3.6716,-3.6716
-0.9899,0.62626,3.5312,-3.5312
-0.9899,0.66667,3.3885,-3.3885
-0.9899,0.70707,3.2453,-3.2453
-0.9899,0.74747,3.1038,-3.1038
-0.9899,0.78788,2.9664,-2.9664
-0.9899,0.82828,2.8362,-2.8362
-0.9899,0.86869,2.7165,-2.7165
-0.9899,0.90909,2.6107,-2.6107
-0.9899,0.94949,2.523,-2.523
-0.9899,0.9899,2.4572,-2.4572
-0.9899,1.0303,2.417,-2.417
-0.9899,1.0707,2.4051,-2.4051
-0.9899,1.1111,2.4232,-2.4232
-0.9899,1.1515,2.4718,-2.4718
-0.9899,1.1919,2.5497,-2.5497
-0.9899,1.2323,2.6547,-2.6547
-0.9899,1.2727,2.7839,-2.7839
-0.9899,1.3131,2.9339,-2.9339
-0.9899,1.3535,3.1012,-3.1012
-0.9899,1.3939,3.2827,-3.2827
-0.9899,1.4343,3.4752,-3.4752
-0.9899,1.4747,3.6761,-3.6761
-0.9899,1.5152,3.883,-3.883
-0.9899,1.5556,4.0938,-4.0938
-0.9899,1.596,4.3067,-4.3067
-0.9899,1.6364,4.5199,-4.5199
-0.9899,1.6768,4.7322,-4.7322
-0.9899,1.7172,4.9421,-4.9421
-0.9899,1.7576,5.1486,-5.1486
-0.9899,1.798,5.3505,-5.3505
-0.9899,1.8384,5.5469,-5.5469
-0.9899,1.8788,5.737,-5.737
-0.9899,1.9192,5.9199,-5.9199
-0.9899,1.9596,6.0949,-6.0949
-0.9899,2,6.2614,-6.2614
-0.94949,-2,6.1124,-6.1124
-0.94949,-1.9596,5.9482,-5.9482
-0.94949,-1.9192,5.7758,-5.7758
-0.94949,-1.8788,5.5958,-5.5958
-0.94949,-1.8384,5.409,-5.409
-0.94949,-1.798,5.2163,-5.2163
-0.94949,-1.7576,5.0185,-5.0185
-0.94949,-1.7172,4.8168,-4.8168
-0.94949,-1.6768,4.6123,-4.6123
-0.94949,-1.6364,4.4063,-4.4063
-0.94949,-1.596,4.2,-4.2
-0.94949,-1.5556,3.9953,-3.9953
-0.94949,-1.5152,3.7938,-3.7938
-0.94949,-1.4747,3.5976,-3.5976
-0.94949,-1.4343,3.409,-3.409
-0.94949,-1.3939,3.2306,-3.2306
-0.94949,-1.3535,3.0652,-3.0652
-0.94949,-1.3131,2.916,-2.916
-0.94949,-1.2727,2.7863,-2.7863
-0.94949,-1.2323,2.6794,-2.6794
-0.94949,-1.1919,2.598,-2.598
-0.94949,-1.1515,2.5447,-2.5447
-0.94949,-1.1111,2.5207,-2.5207
-0.94949,-1.0707,2.5261,-2.5261
-0.94949,-1.0303,2.5597,-2.5597
-0.94949,-0.9899,2.6192,-2.6192
-0.94949,-0.94949,2.7013,-2.7013
-0.94949,-0.90909,2.8027,-2.8027
-0.94949,-0.86869,2.9194,-2.9194
-0.94949,-0.82828,3.0479,-3.0479
-0.94949,-0.78788,3.185,-3.185
-0.94949,-0.74747,3.3277,-3.3277
-0.94949,-0.70707,3.4733,-3.4733
-0.94949,-0.66667,3.6197,-3.6197
-0.94949,-0.62626,3.7648,-3.7648
-0.94949,-0.58586,3.9071,-3.9071
-0.94949,-0.54545,4.045,-4.045
-0.94949,-0.50505,4.1773,-4.1773
-0.94949,-0.46465,4.303,-4.303
-0.94949,-0.42424,4.421,-4.421
-0.94949,-0.38384,4.5306,-4.5306
-0.94949,-0.34343,4.6311,-4.6311
-0.94949,-0.30303,4.7218,-4.7218
-0.94949,-0.26263,4.8023,-4.8023
-0.94949,-0.22222,4.8721,-4.8721
-0.94949,-0.18182,4.9308,-4.9308
-0.94949,-0.14141,4.9781,-4.9781
-0.94949,-0.10101,5.0137,-5.0137
-0.94949,-0.060606,5.0376,-5.0376
-0.94949,-0.020202,5.0496,-5.0496
-0.94949,0.020202,5.0496,-5.0496
-0.94949,0.060606,5.0376,-5.0376
-0.94949,0.10101,5.0137,-5.0137
-0.94949,0.14141,4.9781,-4.9781
-0.94949,0.18182,4.9308,-4.9308
-0.94949,0.22222,4.8721,-4.8721
-0.94949,0.26263,4.8023,-4.8023
-0.94949,0.30303,4.7218,-4.7218
-0.94949,0.34343,4.6311,-4.6311
-0.94949,0.38384,4.5306,-4.5306
-0.94949,0.42424,4.421,-4.421
-0.94949,0.46465,4.303,-4.303
-0.94949,0.50505,4.1773,-4.1773
-0.94949,0.54545,4.045,-4.045
-0.94949,0.58586,3.9071,-3.9071
-0.94949,0.62626,3.7648,-3.7648
-0.94949,0.66667,3.6197,-3.6197
-0.94949,0.70707,3.4733,-3.4733
-0.94949,0.74747,3.3277,-3.3277
-0.94949,0.78788,3.185,-3.185
-0.94949,0.82828,3.0479,-3.0479
-0.94949,0.86869,2.9194,-2.9194
-0.94949,0.90909,2.8027,-2.8027
-0.94949,0.94949,2.7013,-2.7013
-0.94949,0.9899,2.6192,-2.6192
-0.94949,1.0303,2.5597,-2.5597
-0.94949,1.0707,2.5261,-2.5261
-0.94949,1.1111,2.5207,-2.5207
-0.94949,1.1515,2.5447,-2.5447
-0.94949,1.1919,2.598,-2.598
-0.94949,1.2323,2.6794,-2.6794
-0.94949,1.2727,2.7863,-2.7863
-0.94949,1.3131,2.916,-2.916
-0.94949,1.3535,3.0652,-3.0652
-0.94949,1.3939,3.2306,-3.2306
-0.94949,1.4343,3.409,-3.409
-0.94949,1.4747,3.5976,-3.5976
-0.94949,1.5152,3.7938,-3.7938
-0.94949,1.5556,3.9953,-3.9953
-0.94949,1.596,4.2,-4.2
-0.94949,1.6364,4.4063,-4.4063
-0.94949,1.6768,4.6123,-4.6123
-0.94949,1.7172,4.8168,-4.8168
-0.94949,1.7576,5.0185,-5.0185
-0.94949,1.798,5.2163,-5.2163
-0.94949,1.8384,5.409,-5.409
-0.94949,1.8788,5.5958,-5.5958
-0.94949,1.9192,5.7758,-5.7758
-0.94949,1.9596,5.9482,-5.9482
-0.94949,2,6.1124,-6.1124
-0.90909,-2,5.9531,-5.9531
-0.90909,-1.9596,5.7913,-5.7913
-0.90909,-1.9192,5.6216,-5.6216
-0.90909,-1.8788,5.4446,-5.4446
-0.90909,-1.8384,5.2613,-5.2613
-0.90909,-1.798,5.0725,-5.0725
-0.90909,-1.7576,4.8792,-4.8792
-0.90909,-1.7172,4.6826,-4.6826
-0.90909,-1.6768,4.4839,-4.4839
-0.90909,-1.6364,4.2845,-4.2845
-0.90909,-1.596,4.0859,-4.0859
-0.90909,-1.5556,3.8899,-3.8899
-0.90909,-1.5152,3.6985,-3.6985
-0.90909,-1.4747,3.5139,-3.5139
-0.90909,-1.4343,3.3386,-3.3386
-0.90909,-1.3939,3.1753,-3.1753
-0.90909,-1.3535,3.0272,-3.0272
-0.90909,-1.3131,2.8973,-2.8973
-0.90909,-1.2727,2.7888,-2.7888
-0.90909,-1.2323,2.7048,-2.7048
-0.90909,-1.1919,2.6475,-2.6475
-0.90909,-1.1515,2.6186,-2.6186
-0.90909,-1.1111,2.6185,-2.6185
-0.90909,-1.0707,2.6464,-2.6464
-0.90909,-1.0303,2.7005,-2.7005
-0.90909,-0.9899,2.7779,-2.7779
-0.90909,-0.94949,2.8755,-2.8755
-0.90909,-0.90909,2.9897,-2.9897
-0.90909,-0.86869,3.1169,-3.1169
-0.90909,-0.82828,3.254,-3.254
-0.90909,-0.78788,3.398,-3.398
-0.90909,-0.74747,3.5461,-3.5461
-0.90909,-0.70707,3.6961,-3.6961
-0.90909,-0.66667,3.846,-3.846
-0.90909,-0.62626,3.9939,-3.9939
-0.90909,-0.58586,4.1383,-4.1383
-0.90909,-0.54545,4.278,-4.278
-0.90909,-0.50505,4.4118,-4.4118
-0.90909,-0.46465,4.5385,-4.5385
-0.90909,-0.42424,4.6575,-4.6575
-0.90909,-0.38384,4.7678,-4.7678
-0.90909,-0.34343,4.8688,-4.8688
-0.90909,-0.30303,4.96,-4.96
-0.90909,-0.26263,5.0408,-5.0408
-0.90909,-0.22222,5.1109,-5.1109
-0.90909,-0.18182,5.1698,-5.1698
-0.90909,-0.14141,5.2172,-5.2172
-0.90909,-0.10101,5.253,-5.253
-0.90909,-0.060606,5.277,-5.277
-0.90909,-0.020202,5.289,-5.289
-0.90909,0.020202,5.289,-5.289
-0.90909,0.060606,5.277,-5.277
-0.90909,0.10101,5.253,-5.253
-0.90909,0.14141,5.2172,-5.2172
-0.90909,0.18182,5.1698,-5.1698
-0.90909,0.22222,5.1109,-5.1109
-0.90909,0.26263,5.0408,-5.0408
-0.90909,0.30303,4.96,-4.96
-0.90909,0.34343,4.8688,-4.8688
-0.90909,0.38384,4.7678,-4.7678
-0.90909,0.42424,4.6575,-4.6575
-0.90909,0.46465,4.5385,-4.5385
-0.90909,0.50505,4.4118,-4.4118
-0.90909,0.54545,4.278,-4.278
-0.90909,0.58586,4.1383,-4.1383
-0.90909,0.62626,3.9939,-3.9939
-0.90909,0.66667,3.846,-3.846
-0.90909,0.70707,3.6961,-3.6961
-0.90909,0.74747,3.5461,-3.5461
-0.90909,0.78788,3.398,-3.398
-0.90909,0.82828,3.254,-3.254
-0.90909,0.86869,3.1169,-3.1169
-0.90909,0.90909,2.9897,-2.9897
-0.90909,0.94949,2.8755,-2.8755
-0.90909,0.9899,2.7779,-2.7779
-0.90909,1.0303,2.7005,-2.7005
-0.90909,1.0707,2.6464,-2.6464
-0.90909,1.1111,2.6185,-2.6185
-0.90909,1.1515,2.6186,-2.6186
-0.90909,1.1919,2.6475,-2.6475
-0.90909,1.2323,2.7048,-2.7048
-0.90909,1.2727,2.7888,-2.7888
-0.90909,1.3131,2.8973,-2.8973
-0.90909,1.3535,3.0272,-3.0272
-0.90909,1.3939,3.1753,-3.1753
-0.90909,1.4343,3.3386,-3.3386
-0.90909,1.4747,3.5139,-3.5139
-0.90909,1.5152,3.6985,-3.6985
-0.90909,1.5556,3.8899,-3.8899
-0.90909,1.596,4.0859,-4.0859
-0.90909,1.6364,4.2845,-4.2845
-0.90909,1.6768,4.4839,-4.4839
-0.90909,1.7172,4.6826,-4.6826
-0.90909,1.7576,4.8792,-4.8792
-0.90909,1.798,5.0725,-5.0725
-0.90909,1.8384,5.2613,-5.2613
-0.90909,1.8788,5.4446,-5.4446
-0.90909,1.9192,5.6216,-5.6216
-0.90909,1.9596,5.7913,-5.7913
-0.90909,2,5.9531,-5.9531
-0.86869,-2,5.7839,-5.7839
-0.86869,-1.9596,5.6245,-5.6245
-0.86869,-1.9192,5.4576,-5.4576
-0.86869,-1.8788,5.2838,-5.2838
-0.86869,-1.8384,5.1041,-5.1041
-0.86869,-1.798,4.9195,-4.9195
-0.86869,-1.7576,4.731,-4.731
-0.86869,-1.7172,4.5398,-4.5398
-0.86869,-1.6768,4.3473,-4.3473
-0.86869,-1.6364,4.1549,-4.1549
-0.86869,-1.596,3.9645,-3.9645
-0.86869,-1.5556,3.778,-3.778
-0.86869,-1.5152,3.5974,-3.5974
-0.86869,-1.4747,3.4253,-3.4253
-0.86869,-1.4343,3.2642,-3.2642
-0.86869,-1.3939,3.1172,-3.1172
-0.86869,-1.3535,2.9874,-2.9874
-0.86869,-1.3131,2.8778,-2.8778
-0.86869,-1.2727,2.7914,-2.7914
-0.86869,-1.2323,2.7308,-2.7308
-0.86869,-1.1919,2.6977,-2.6977
-0.86869,-1.1515,2.6929,-2.6929
-0.86869,-1.1111,2.7159,-2.7159
-0.86869,-1.0707,2.7653,-2.7653
-0.86869,-1.0303,2.8387,-2.8387
-0.86869,-0.9899,2.933,-2.933
-0.86869,-0.94949,3.0451,-3.0451
-0.86869,-0.90909,3.1714,-3.1714
-0.86869,-0.86869,3.3087,-3.3087
-0.86869,-0.82828,3.4541,-3.4541
-0.86869,-0.78788,3.6049,-3.6049
-0.86869,-0.74747,3.7586,-3.7586
-0.86869,-0.70707,3.9131,-3.9131
-0.86869,-0.66667,4.0666,-4.0666
-0.86869,-0.62626,4.2176,-4.2176
-0.86869,-0.58586,4.3645,-4.3645
-0.86869,-0.54545,4.5062,-4.5062
-0.86869,-0.50505,4.6416,-4.6416
-0.86869,-0.46465,4.7698,-4.7698
-0.86869,-0.42424,4.8898,-4.8898
-0.86869,-0.38384,5.0011,-5.0011
-0.86869,-0.34343,5.1029,-5.1029
-0.86869,-0.30303,5.1947,-5.1947
-0.86869,-0.26263,5.2761,-5.2761
-0.86869,-0.22222,5.3465,-5.3465
-0.86869,-0.18182,5.4057,-5.4057
-0.86869,-0.14141,5.4534,-5.4534
-0.86869,-0.10101,5.4894,-5.4894
-0.86869,-0.060606,5.5135,-5.5135
-0.86869,-0.020202,5.5255,-5.5255
-0.86869,0.020202,5.5255,-5.5255
-0.86869,0.060606,5.5135,-5.5135
-0.86869,0.10101,5.4894,-5.4894
-0.86869,0.14141,5.4534,-5.4534
-0.86869,0.18182,5.4057,-5.4057
-0.86869,0.22222,5.3465,-5.3465
-0.86869,0.26263,5.2761,-5.2761
-0.86869,0.30303,5.1947,-5.1947
-0.86869,0.34343,5.1029,-5.1029
-0.86869,0.38384,5.0011,-5.0011
-0.86869,0.42424,4.8898,-4.8898
-0.86869,0.46465,4.7698,-4.7698
-0.86869,0.50505,4.6416,-4.6416
-0.86869,0.54545,4.5062,-4.5062
-0.86869,0.58586,4.3645,-4.3645
-0.86869,0.62626,4.2176,-4.2176
-0.86869,0.66667,4.0666,-4.0666
-0.86869,0.70707,3.9131,-3.9131
-0.86869,0.74747,3.7586,-3.7586
-0.86869,0.78788,3.6049,-3.6049
-0.86869,0.82828,3.4541,-3.4541
-0.86869,0.86869,3.3087,-3.3087
-0.86869,0.90909,3.1714,-3.1714
-0.86869,0.94949,3.0451,-3.0451
-0.86869,0.9899,2.933,-2.933
-0.86869,1.0303,2.8387,-2.8387
-0.86869,1.0707,2.7653,-2.7653
-0.86869,1.1111,2.7159,-2.7159
-0.86869,1.1515,2.6929,-2.6929
-0.86869,1.1919,2.6977,-2.6977
-0.86869,1.2323,2.7308,-2.7308
-0.86869,1.2727,2.7914,-2.7914
-0.86869,1.3131,2.8778,-2.8778
-0.86869,1.3535,2.9874,-2.9874
-0.86869,1.3939,3.1172,-3.1172
-0.86869,1.4343,3.2642,-3.2642
-0.86869,1.4747,3.4253,-3.4253
-0.86869,1.5152,3.5974,-3.5974
-0.86869,1.5556,3.778,-3.778
-0.86869,1.596,3.9645,-3.9645
-0.86869,1.6364,4.1549,-4.1549
-0.86869,1.6768,4.3473,-4.3473
-0.86869,1.7172,4.5398,-4.5398
-0.86869,1.7576,4.731,-4.731
-0.86869,1.798,4.9195,-4.9195
-0.86869,1.8384,5.1041,-5.1041
-0.86869,1.8788,5.2838,-5.2838
-0.86869,1.9192,5.4576,-5.4576
-0.86869,1.9596,5.6245,-5.6245
-0.86869,2,5.7839,-5.7839
-0.82828,-2,5.6051,-5.6051
-0.82828,-1.9596,5.4483,-5.4483
-0.82828,-1.9192,5.2843,-5.2843
-0.82828,-1.8788,5.1138,-5.1138
-0.82828,-1.8384,4.9379,-4.9379
-0.82828,-1.798,4.7576,-4.7576
-0.82828,-1.7576,4.574,-4.574
-0.82828,-1.7172,4.3885,-4.3885
-0.82828,-1.6768,4.2025,-4.2025
-0.82828,-1.6364,4.0178,-4.0178
-0.82828,-1.596,3.8361,-3.8361
-0.82828,-1.5556,3.6597,-3.6597
-0.82828,-1.5152,3.4907,-3.4907
-0.82828,-1.4747,3.3319,-3.3319
-0.82828,-1.4343,3.1862,-3.1862
-0.82828,-1.3939,3.0565,-3.0565
-0.82828,-1.3535,2.946,-2.946
-0.82828,-1.3131,2.8576,-2.8576
-0.82828,-1.2727,2.7941,-2.7941
-0.82828,-1.2323,2.7573,-2.7573
-0.82828,-1.1919,2.7482,-2.7482
-0.82828,-1.1515,2.7669,-2.7669
-0.82828,-1.1111,2.8122,-2.8122
-0.82828,-1.0707,2.882,-2.882
-0.82828,-1.0303,2.9737,-2.9737
-0.82828,-0.9899,3.0839,-3.0839
-0.82828,-0.94949,3.2096,-3.2096
-0.82828,-0.90909,3.3474,-3.3474
-0.82828,-0.86869,3.4944,-3.4944
-0.82828,-0.82828,3.6479,-3.6479
-0.82828,-0.78788,3.8053,-3.8053
-0.82828,-0.74747,3.9645,-3.9645
-0.82828,-0.70707,4.1237,-4.1237
-0.82828,-0.66667,4.281,-4.281
-0.82828,-0.62626,4.4352,-4.4352
-0.82828,-0.58586,4.5848,-4.5848
-0.82828,-0.54545,4.7287,-4.7287
-0.82828,-0.50505,4.866,-4.866
-0.82828,-0.46465,4.9957,-4.9957
-0.82828,-0.42424,5.1171,-5.1171
-0.82828,-0.38384,5.2294,-5.2294
-0.82828,-0.34343,5.3322,-5.3322
-0.82828,-0.30303,5.4248,-5.4248
-0.82828,-0.26263,5.5067,-5.5067
-0.82828,-0.22222,5.5777,-5.5777
-0.82828,-0.18182,5.6373,-5.6373
-0.82828,-0.14141,5.6854,-5.6854
-0.82828,-0.10101,5.7216,-5.7216
-0.82828,-0.060606,5.7458,-5.7458
-0.82828,-0.020202,5.7579,-5.7579
-0.82828,0.020202,5.7579,-5.7579
-0.82828,0.060606,5.7458,-5.7458
-0.82828,0.10101,5.7216,-5.7216
-0.82828,0.14141,5.6854,-5.6854
-0.82828,0.18182,5.6373,-5.6373
-0.82828,0.22222,5.5777,-5.5777
-0.82828,0.26263,5.5067,-5.5067
-0.82828,0.30303,5.4248,-5.4248
-0.82828,0.34343,5.3322,-5.3322
-0.82828,0.38384,5.2294,-5.2294
-0.82828,0.42424,5.1171,-5.1171
-0.82828,0.46465,4.9957,-4.9957
-0.82828,0.50505,4.866,-4.866
-0.82828,0.54545,4.7287,-4.7287
-0.82828,0.58586,4.5848,-4.5848
-0.82828,0.62626,4.4352,-4.4352
-0.82828,0.66667,4.281,-4.281
-0.82828,0.70707,4.1237,-4.1237
-0.82828,0.74747,3.9645,-3.9645
-0.82828,0.78788,3.8053,-3.8053
-0.82828,0.82828,3.6479,-3.6479
-0.82828,0.86869,3.4944,-3.4944
-0.82828,0.90909,3.3474,-3.3474
-0.82828,0.94949,3.2096,-3.2096
-0.82828,0.9899,3.0839,-3.0839
-0.82828,1.0303,2.9737,-2.9737
-0.82828,1.0707,2.882,-2.882
-0.82828,1.1111,2.8122,-2.8122
-0.82828,1.1515,2.7669,-2.7669
-0.82828,1.1919,2.7482,-2.7482
-0.82828,1.2323,2.7573,-2.7573
-0.82828,1.2727,2.7941,-2.7941
-0.82828,1.3131,2.8576,-2.8576
-0.82828,1.3535,2.946,-2.946
-0.82828,1.3939,3.0565,-3.0565
-0.82828,1.4343,3.1862,-3.1862
-0.82828,1.4747,3.3319,-3.3319
-0.82828,1.5152,3.4907,-3.4907
-0.82828,1.5556,3.6597,-3.6597
-0.82828,1.596,3.8361,-3.8361
-0.82828,1.6364,4.0178,-4.0178
-0.82828,1.6768,4.2025,-4.2025
-0.82828,1.7172,4.3885,-4.3885
-0.82828,1.7576,4.574,-4.574
-0.82828,1.798,4.7576,-4.7576
-0.82828,1.8384,4.9379,-4.9379
-0.82828,1.8788,5.1138,-5.1138
-0.82828,1.9192,5.2843,-5.2843
-0.82828,1.9596,5.4483,-5.4483
-0.82828,2,5.6051,-5.6051
-0.78788,-2,5.4172,-5.4172
-0.78788,-1.9596,5.263,-5.263
-0.78788,-1.9192,5.1019,-5.1019
-0.78788,-1.8788,4.9349,-4.9349
-0.78788,-1.8384,4.7629,-4.7629
-0.78788,-1.798,4.587,-4.587
-0.78788,-1.7576,4.4086,-4.4086
-0.78788,-1.7172,4.2291,-4.2291
-0.78788,-1.6768,4.0501,-4.0501
-0.78788,-1.6364,3.8733,-3.8733
-0.78788,-1.596,3.701,-3.701
-0.78788,-1.5556,3.5353,-3.5353
-0.78788,-1.5152,3.3788,-3.3788
-0.78788,-1.4747,3.2343,-3.2343
-0.78788,-1.4343,3.1048,-3.1048
-0.78788,-1.3939,2.9935,-2.9935
-0.78788,-1.3535,2.9033,-2.9033
-0.78788,-1.3131,2.837,-2.837
-0.78788,-1.2727,2.7968,-2.7968
-0.78788,-1.2323,2.7839,-2.7839
-0.78788,-1.1919,2.7986,-2.7986
-0.78788,-1.1515,2.8402,-2.8402
-0.78788,-1.1111,2.9069,-2.9069
-0.78788,-1.0707,2.9961,-2.9961
-0.78788,-1.0303,3.1049,-3.1049
-0.78788,-0.9899,3.2302,-3.2302
-0.78788,-0.94949,3.3687,-3.3687
-0.78788,-0.90909,3.5174,-3.5174
-0.78788,-0.86869,3.6737,-3.6737
-0.78788,-0.82828,3.8349,-3.8349
-0.78788,-0.78788,3.9988,-3.9988
-0.78788,-0.74747,4.1636,-4.1636
-0.78788,-0.70707,4.3273,-4.3273
-0.78788,-0.66667,4.4886,-4.4886
-0.78788,-0.62626,4.646,-4.646
-0.78788,-0.58586,4.7984,-4.7984
-0.78788,-0.54545,4.9447,-4.9447
-0.78788,-0.50505,5.084,-5.084
-0.78788,-0.46465,5.2154,-5.2154
-0.78788,-0.42424,5.3383,-5.3383
-0.78788,-0.38384,5.4519,-5.4519
-0.78788,-0.34343,5.5556,-5.5556
-0.78788,-0.30303,5.6491,-5.6491
-0.78788,-0.26263,5.7318,-5.7318
-0.78788,-0.22222,5.8034,-5.8034
-0.78788,-0.18182,5.8635,-5.8635
-0.78788,-0.14141,5.9119,-5.9119
-0.78788,-0.10101,5.9484,-5.9484
-0.78788,-0.060606,5.9728,-5.9728
-0.78788,-0.020202,5.985,-5.985
-0.78788,0.020202,5.985,-5.985
-0.78788,0.060606,5.9728,-5.9728
-0.78788,0.10101,5.9484,-5.9484
-0.78788,0.14141,5.9119,-5.9119
-0.78788,0.18182,5.8635,-5.8635
-0.78788,0.22222,5.8034,-5.8034
-0.78788,0.26263,5.7318,-5.7318
-0.78788,0.30303,5.6491,-5.6491
-0.78788,0.34343,5.5556,-5.5556
-0.78788,0.38384,5.4519,-5.4519
-0.78788,0.42424,5.3383,-5.3383
-0.78788,0.46465,5.2154,-5.2154
-0.78788,0.50505,5.084,-5.084
-0.78788,0.54545,4.9447,-4.9447
-0.78788,0.58586,4.7984,-4.7984
-0.78788,0.62626,4.646,-4.646
-0.78788,0.66667,4.4886,-4.4886
-0.78788,0.70707,4.3273,-4.3273
-0.78788,0.74747,4.1636,-4.1636
-0.78788,0.78788,3.9988,-3.9988
-0.78788,0.82828,3.8349,-3.8349
-0.78788,0.86869,3.6737,-3.6737
-0.78788,0.90909,3.5174,-3.5174
-0.78788,0.94949,3.3687,-3.3687
-0.78788,0.9899,3.2302,-3.2302
-0.78788,1.0303,3.1049,-3.1049
-0.78788,1.0707,2.9961,-2.9961
-0.78788,1.1111,2.9069,-2.9069
-0.78788,1.1515,2.8402,-2.8402
-0.78788,1.1919,2.7986,-2.7986
-0.78788,1.2323,2.7839,-2.7839
-0.78788,1.2727,2.7968,-2.7968
-0.78788,1.3131,2.837,-2.837
-0.78788,1.3535,2.9033,-2.9033
-0.78788,1.3939,2.9935,-2.9935
-0.78788,1.4343,3.1048,-3.1048
-0.78788,1.4747,3.2343,-3.2343
-0.78788,1.5152,3.3788,-3.3788
-0.78788,1.5556,3.5353,-3.5353
-0.78788,1.596,3.701,-3.701
-0.78788,1.6364,3.8733,-3.8733
-0.78788,1.6768,4.0501,-4.0501
-0.78788,1.7172,4.2291,-4.2291
-0.78788,1.7576,4.4086,-4.4086
-0.78788,1.798,4.587,-4.587
-0.78788,1.8384,4.7629,-4.7629
-0.78788,1.8788,4.9349,-4.9349
-0.78788,1.9192,5.1019,-5.1019
-0.78788,1.9596,5.263,-5.263
-0.78788,2,5.4172,-5.4172
-0.74747,-2,5.2207,-5.2207
-0.74747,-1.9596,5.0691,-5.0691
-0.74747,-1.9192,4.911,-4.911
-0.74747,-1.8788,4.7474,-4.7474
-0.74747,-1.8384,4.5794,-4.5794
-0.74747,-1.798,4.4082,-4.4082
-0.74747,-1.7576,4.2352,-4.2352
-0.74747,-1.7172,4.0619,-4.0619
-0.74747,-1.6768,3.8901,-3.8901
-0.74747,-1.6364,3.7219,-3.7219
-0.74747,-1.596,3.5594,-3.5594
